filepath,class_name,class_label,width,height,file_size_bytes,sha256_hash
../data/Normal/Tr-no_0379.jpg,Normal,3,256,256,22962,c13169e16334f8157dda8f49874eca95fc021009471a3deb69e6d9d07c64d848
../data/Normal/C-S (4).png,Normal,3,256,256,88698,96f5e61701b468dc5a1a9497c0e7b22cc9e0da7122390ca3e3dea4735ee49939
../data/Normal/nonDem1079.jpg,Normal,3,256,256,20532,66b6d8a3d47ef5afba8da0a76947a59c043e86299c2280d613ce3b4c9f23f97d
../data/Normal/No Tumor 1069.jpg,Normal,3,256,256,12553,939ed0d63e9b1177a8ccc621aa2155806c4e2bd746d479109eadaa1976ec8e38
../data/Normal/No Tumor 984.jpg,Normal,3,256,256,7690,e14f2f3c4257a2f7bc0d8376b823b87c9b55280556ea5ce7b260d00d7dc0078b
../data/Normal/C-A (494).png,Normal,3,256,256,60968,b6ec349b091ac4c088d7a0f242c3c4b82c4f79dc1b625aec1e2111714d21c945
../data/Normal/nonDem1051.jpg,Normal,3,256,256,21268,49d610374cfc78508590a6a8647b86d217c46490436c20dfb7203e432d2f97e2
../data/Normal/No Tumor 1041.jpg,Normal,3,256,256,9636,60f16f308a390490b61e2ba44842ca6a3a7912b430ef110775e6a8132bf5e07e
../data/Normal/Tr-no_0437.jpg,Normal,3,256,256,25669,eda6487c0bcf2ac3116bace2c50273c2731fc14ab68e7f7701935eea7966afbc
../data/Normal/No Tumor 774.jpg,Normal,3,256,256,8197,64a896c4be8bbb315da22e562f6ff18af1a99371432ef76ef30ba1555c30571d
../data/Normal/28 (63).jpg,Normal,3,256,256,20499,1c946fdd06daeac70976c254b45b282c952ec257ecdbf45faddc3c2f1d0ca5ec
../data/Normal/C-A (181).png,Normal,3,256,256,84667,a525583993b4338e6d0c3989048420c66bf2eb4e647cf4f66a3b757a3dc01be1
../data/Normal/nonDem2558.jpg,Normal,3,256,256,19461,69a4e66a968cd27bdfe1ef7ce1a16e393172e23830b0f80cc4c64699955ebb00
../data/Normal/C-S (48).png,Normal,3,256,256,74587,41bea619772807def20388b4c8df1ad2be023f58ea8203f3310d68667cd60181
../data/Normal/nonDem1737.jpg,Normal,3,256,256,20773,b1fffcd799ac0798bad5bd845b5f4d168e2adf8abc0c8c0da135c505bfae0939
../data/Normal/29 (63).jpg,Normal,3,256,256,19828,a156f79eeb913a5310543a4d623f26d3f5ff473f8b656b8b05248b6b42df66ac
../data/Normal/nonDem1723.jpg,Normal,3,256,256,19772,5847205a1df52ae63e4f96b1e18a6d25fbf1264aa04722a871474050a818b811
../data/Normal/C-A (882).png,Normal,3,256,256,95396,d071c28dc493887f4073b6227f1ebeaec126406c6ee89ea71b891e5b25651cb5
../data/Normal/C-A (928).png,Normal,3,256,256,78460,1e22239c49c2838e2814d63a26a18613794765c1d1a1e28af7837f80e043fcc9
../data/Normal/C-S (780).png,Normal,3,256,256,74384,68b933c0ade30f30182a44da5040d535f74abbdc31524eb59b18f2bb1582e31f
../data/Normal/nonDem1045.jpg,Normal,3,256,256,21868,c69e40bc952ee309dca85a3da81a321c6c39192fc8bae71d23ef69fa04d38811
../data/Normal/Tr-no_0423.jpg,Normal,3,256,256,18799,7c0ec7b0b5b0ed72e5b802bb28fba9013c1f4130986a749999cbb5d42c4e0590
../data/Normal/No Tumor 1055.jpg,Normal,3,256,256,11404,f8b0e636a9b7017654edcffcbe8f388c1e921c0b7c5f937ac2ff63c801be3857
../data/Normal/No Tumor 760.jpg,Normal,3,256,256,8853,c4d6f5eb0238a9de5f0be1f808ae3bda2f5e6e5b86dcf72b296979ef9f9fadf9
../data/Normal/C-A (302).png,Normal,3,256,256,102579,9ca90d667c50b283f302381e1972375b9ff3b5394320a00b6f71739a2abdfa28
../data/Normal/No Tumor 953.jpg,Normal,3,256,256,7509,ca5048080227968bd5d54a82a874272c302d860f4f60ddfb68799c9ff9586a6f
../data/Normal/C-S (850).png,Normal,3,256,256,71526,335d7c6fec84b8d51749e4fb795604e8b56789b1da15f190329871b97462fb91
../data/Normal/32 (32).jpg,Normal,3,256,256,18976,417c10555678445b29c77df8969894b4b3fd8b39922aa1ca8f76322b9378e620
../data/Normal/C-A (752).png,Normal,3,256,256,93651,e5d91e5f01d3a33869db5b40a2b07523d1354f99cb1989fcff4aa07599be3990
../data/Normal/nonDem939.jpg,Normal,3,256,256,20286,98a70bef34d427226bac77a252af3144db8160ec563f814325993e575d19c090
../data/Normal/Te-no_0301.jpg,Normal,3,256,256,22662,c652063f9c33be8d55d6b8ac06d9441340d146bfd01a12d4b30ce4fbaff35eb6
../data/Normal/nonDem1910.jpg,Normal,3,256,256,20204,82c22ee5188fc4e82aee05109c84970305765c2fcb4f182e3f07744d1b2fc48b
../data/Normal/nonDem1904.jpg,Normal,3,256,256,20076,8d02d8ff59ef91092c64959a0fdda5338132d39fbaa3c87d00e8541d4d60c657
../data/Normal/Te-no_0315.jpg,Normal,3,256,256,24647,07d2a2da164ae17831e0094492e07b29139e9129c391dad0f2eff6acd37d8257
../data/Normal/C-S (153).png,Normal,3,256,256,77979,e8f487e8330c593343dd2b5b0f3bf6cc454f2bb2518233e3bb9fda628327a31a
../data/Normal/C-S (503).png,Normal,3,256,256,65378,40f6b7cd72db6d403a5a5c80ea4984256f2fb786834f85972dede7980a185dce
../data/Normal/No Tumor 947.jpg,Normal,3,256,256,11108,f4e1f3870bafbe220adedb65a6f16e42fb50425008f26e07d3e2702adae75862
../data/Normal/nonDem1092.jpg,Normal,3,256,256,20397,5242dfba12e65fe55830bfadb48246f485cf010e7cf4b49b77382d1b19878be9
../data/Normal/No Tumor 1082.jpg,Normal,3,256,256,11554,caed1d9969f11ec3a886807a6027ef638242ec7894aeb0a203943545e37ae1cf
../data/Normal/nonDem905.jpg,Normal,3,256,256,20396,ccdb300150187b15071f355d5d6e4587995456b89e900a17a48be69791e8e3ae
../data/Normal/Tr-no_0392.jpg,Normal,3,256,256,20584,7c02ea5e4ea826c6b2213e33c899f78b2db838e1f5f1b7366d6e41fd6eba6151
../data/Normal/C-S (446).png,Normal,3,256,256,91850,38b09aabad12d181a49c61f7bcc53db4c4e2cb102b21726b3ef943e4553fe5f2
../data/Normal/C-S (915).png,Normal,3,256,256,55563,cc742f8ae140f7a674bd9a63ece7168aa55f4cb32af0eefd94dd4872046c2cc0
../data/Normal/Tr-no_0386.jpg,Normal,3,256,256,26302,2c511034e9acb626f7dc09801f927ceed98e33480922825e7dba6ec76d298a22
../data/Normal/nonDem911.jpg,Normal,3,256,256,19825,13152b55bd1242c58f6ad82d96923d780d0f2ea189321581d608f20285613ac8
../data/Normal/C-A (247).png,Normal,3,256,256,93671,44bc8ca91b4560e1df2c1294a347b5d7035320ccb2f4a16b6d9b0a5fa245de7a
../data/Normal/C-A (81).png,Normal,3,256,256,93569,74c40c0e617d32c9853d57fc43d2a2d7828a99bb1ecfeda94447d79b092cd25c
../data/Normal/Tr-no_1098.jpg,Normal,3,256,256,14580,b183c205a61d6c4b5b1aecee851ef4d98843d5dbd9deb2682b2fbc8555d2fa86
../data/Normal/nonDem1938.jpg,Normal,3,256,256,20317,962fe5b31c7bd08b0e576f351077f5bc5afe3231ce422c55c433f82253334104
../data/Normal/Te-no_0329.jpg,Normal,3,256,256,36795,e848f9403f50864edb7736cd9ceb18dc6b4670e223a5d4d7245827b3b835a85d
../data/Normal/nonDem1086.jpg,Normal,3,256,256,21788,ff6d4d7f13532a0f3a060adb537c508a40ef5ea9ac17dd4147e2e786fca4329b
../data/Normal/No Tumor 1096.jpg,Normal,3,256,256,12794,d5f8459f0ed2bc938a0a02f85c14d8ce8a00dd956f5123687948be40db9152dc
../data/Normal/C-A (617).png,Normal,3,256,256,95841,749eaea7e9fba7d87f284e249f48039c6afcb02b795d2280857b428e0ea3ab1e
../data/Normal/nonDem2410.jpg,Normal,3,256,256,19671,d35c5f71ef6f84fbd33d4b3b3ba7369d995ed730de52223bf1a65e5f321a0151
../data/Normal/No Tumor 76.jpg,Normal,3,256,256,10344,978d772d0406713246a6702e23232a05d320eac2ce2a1fe10bef3d1b17105fb8
../data/Normal/C-A (178).png,Normal,3,256,256,86615,f043ffdfa8c36cae08c16403f1a0b03902956fefaf689329e1b2ff1db71dc944
../data/Normal/C-A (482).png,Normal,3,256,256,92881,a22d49e194a1958fdde8c29c5b076296c3230bb98178ba373e83b279c8a16f6b
../data/Normal/nonDem130.jpg,Normal,3,256,256,20571,2d71f2866c787c7f48fef7c008649c9fc60c9da24d813598f056bfdbe2bb76d0
../data/Normal/No Tumor 1109.jpg,Normal,3,256,256,11583,a7260e0c54287cb2e48e8b13b472282238ac43e14c2b8535ec9b657d3a241d8e
../data/Normal/nonDem1119.jpg,Normal,3,256,256,21022,71ed3dcbadbe4d530a874557e207784c1c16eb63224a21bd74f9eb0be2001d70
../data/Normal/Tr-no_1107.jpg,Normal,3,256,256,19533,d60cd6c96dc3fd4df801f5696f3527bf6b4f2c546a5e7f6453f3909aa1ce58f4
../data/Normal/C-A (528).png,Normal,3,256,256,91320,27ee447b2a3069111da736efec34e271aea87ae84c33b384ce45200b17113fbf
../data/Normal/nonDem656.jpg,Normal,3,256,256,21476,25e1b705a40a0d572c6fa0a52bbc57f7212efdad921960d76e155088cff89d1b
../data/Normal/nonDem2376.jpg,Normal,3,256,256,20082,77a7a6396b368a8383abc81858a42712d543cdd74e2879e9dcf3d4667947314e
../data/Normal/nonDem2362.jpg,Normal,3,256,256,19804,f0c8bd365d9e13d34e3395e37e61866b71fb06b95c94d27fe62a68721b22dfdd
../data/Normal/nonDem642.jpg,Normal,3,256,256,20962,df5e16b884ef1ed0cd7ec9d5df7ed53d14bc2e84423571b377fdee8784dbf992
../data/Normal/C-S (329).png,Normal,3,256,256,82585,b726ddf59e6dd3626df260945c780e6b3c4412e597447344a1264c4d4cf5a2b8
../data/Normal/nonDem124.jpg,Normal,3,256,256,20492,71b85deb82a93223b4663b172155447223ec07f82e15447258452ce50fdf37b1
../data/Normal/No Tumor 628.jpg,Normal,3,256,256,13555,f5c2ffdb78ea7cebb9106d616723b8f8479a7560fd23be4c726c3ce7e8f3fcb0
../data/Normal/C-S (283).png,Normal,3,256,256,95509,9c549a1c055b57efef5ddac70b03788e26b84cc40fa49a13d1a97655e3bcc13d
../data/Normal/nonDem2404.jpg,Normal,3,256,256,19709,48385ba4a41e0967b1f3c8790057aa78c71a567599c89c6a4d7b298823f4cffe
../data/Normal/No Tumor 62.jpg,Normal,3,256,256,10641,1be0d5be564e196247dbd766e699b3e6f0cf61db387ef110347a79c8bffa59f3
../data/Normal/C-S (779).png,Normal,3,256,256,75286,8161328b9a56a2cc84699c64fd83fa5eed980605f8aacfd09ddc76ba60d72995
../data/Normal/No Tumor 600.jpg,Normal,3,256,256,12261,f5f8048939c4c53ac087872a25e08058d0ba6867d835794b78d13de9ff7c3688
../data/Normal/Tr-no_0543.jpg,Normal,3,256,256,30177,529ced1be0a795986ca0fac41cebd37e5c9cbd4319a5b1d4860b96d3388611ea
../data/Normal/No Tumor 1135.jpg,Normal,3,256,256,6841,ac1077c231ec69936fa7ac7bf64774f6dc8f524a4dbe614dff5e7d3dd32942ea
../data/Normal/nonDem1125.jpg,Normal,3,256,256,20755,3d356ef9f2a2c426046e81b37d0608dd0e53cb1ab7db4b54894ec168cd0e7c0e
../data/Normal/C-S (796).png,Normal,3,256,256,91467,11cdb86f0a8ae7ca3366a9be417146a177d20e54a75cb7fd0a6e7c7592957058
../data/Normal/C-A (894).png,Normal,3,256,256,97528,a14442c5b6687d47a7c3a7fba8b746d44e1520ea60ed71672b65ceebcef7360c
../data/Normal/nonDem1643.jpg,Normal,3,256,256,21334,bba199cea9b2b44b63fa51935e162cbb534adb5c5bf99fee4efc2f9226c0f6fb
../data/Normal/Tr-no_0225.jpg,Normal,3,256,256,20867,23a148120b5fca2a48c89a981603e440c175683e207097420e9c9e6c87515c4c
../data/Normal/29 (75).jpg,Normal,3,256,256,20291,0d51ba7cbe041586fefe484f59736435df4a422a9d3129f1fd03e127f20e5540
../data/Normal/No Tumor 166.jpg,Normal,3,256,256,11360,27c96f5828cef2a2066699fd53f209a87380cbc25cff932d9b4d50d2830a9eb3
../data/Normal/nonDem1657.jpg,Normal,3,256,256,20682,eacef35d7d2b0ef790ed420b93823bf18f2ad1c0f0b5ca079870b1bdf9bc74c4
../data/Normal/No Tumor 172.jpg,Normal,3,256,256,9743,922be3dc16dcc3f968373571ec0a2f8798066a882e0d29dec2edc9ae34a933b2
../data/Normal/nonDem2438.jpg,Normal,3,256,256,19746,b105dcf2af997d4c69786ca2e7644fddbea1e95d679e4162a3fad6efb402c445
../data/Normal/C-A (197).png,Normal,3,256,256,85602,a718bc2265fb9fb5489f2e4c409f3cbcb435beda7ccebb582b8ea0f54b6456e2
../data/Normal/28 (75).jpg,Normal,3,256,256,21190,b2d49fa1a520b3ed95454b56a2c7160c1e96ac17e0b467cc55af31d2a0eddf81
../data/Normal/No Tumor 614.jpg,Normal,3,256,256,14276,326011d8375c8df98b0094831153dde1abbaa00264d541d9facc86c52e2d4142
../data/Normal/nonDem118.jpg,Normal,3,256,256,20049,0ad1037d0571b451fc8023c4b73c4b2dd2b45400cc8063dcced1c2607c05e697
../data/Normal/No Tumor 1121.jpg,Normal,3,256,256,11505,438bef848f693546527067d16acdf1aa400337bc31f1f707d00b0bbd03dcb8b9
../data/Normal/Tr-no_0557.jpg,Normal,3,256,256,20473,464656934152fe3142769b37c4c5573140c2dfe4d36e4c8e6a16222302812339
../data/Normal/nonDem1131.jpg,Normal,3,256,256,20529,762c840acf78402811622968edc7088c70f91874b2191543061b1c6f07f7ca7e
../data/Normal/C-S (515).png,Normal,3,256,256,84636,33adf586ed25d8b5f549201a57e4df218981b74972dc8b96e7fbf168c53c2fdc
../data/Normal/No Tumor 827.jpg,Normal,3,256,256,7896,a22e41e5df9ad6168aab4e82a83bb0f325b396653eff605e314fa8dd71cdaac2
../data/Normal/C-S (145).png,Normal,3,256,256,98822,44165e6d82e1087483b75c4690d7ab65075d0cb7fca3959b30d2174574c83aaa
../data/Normal/nonDem1864.jpg,Normal,3,256,256,21580,6cd740eb79b548eb6a76850e8ba2c2f67ead5ea783442a29eda4131dfbce9b97
../data/Normal/Te-no_0275.jpg,Normal,3,256,256,31870,4576040e99d7a0d7a6959735754a5c1a0c08c5c698b63a92db657aeef9ceaa58
../data/Normal/nonDem695.jpg,Normal,3,256,256,19037,5d69d306289a6005e4fde4b49b26a55311f04223ba3ff89693248b028a9107f4
../data/Normal/No Tumor 199.jpg,Normal,3,256,256,10539,71c2cce5b449db9cd491b0996a7bd8ea9b0bfd9c1038774e13e96e62aa55d5bc
../data/Normal/Te-no_0261.jpg,Normal,3,256,256,23204,5e0246027a73a4a444d18aa9028dbb8bcd05f577028b0145b6cb21152b50e1e6
../data/Normal/nonDem1870.jpg,Normal,3,256,256,19091,9c3e7228ee9dac433f2bbddeef9200a792e7aa6e2042ab02ac86bee173c922b8
../data/Normal/nonDem681.jpg,Normal,3,256,256,19302,5f127f814d1531dea40d7eb46000add82223f036767f2f7deb600453e5e3b8c8
../data/Normal/C-A (78).png,Normal,3,256,256,97872,3e4cca91aaec95f8c331ad9717311c58c275861e9157525d5da73847a45cc48b
../data/Normal/nonDem859.jpg,Normal,3,256,256,21048,a4faf9fbf96cb9059db38e19c395259e99ff6749754e9c63123f2d8a2cb9c12b
../data/Normal/C-A (744).png,Normal,3,256,256,95337,3dc272149ced63827e4f54e833a4a9da0eeef3e6fb447851d4ea64a945bf2940
../data/Normal/32 (24).jpg,Normal,3,256,256,20862,01dd42e22ef5aa3386253ba3f60201d9724476588c9158d1d219c82134dc971a
../data/Normal/C-S (846).png,Normal,3,256,256,79879,597f9738ec0e2db9604ddf10b4e3183c0d8a073d5f3828a026a329cadf0baa86
../data/Normal/No Tumor 833.jpg,Normal,3,256,256,9246,125c783610d3f34b74991f39a1c2f973269d5a94afdce7d8f62e7b1a658ce84e
../data/Normal/C-A (314).png,Normal,3,256,256,85560,e4c8547e5db06996b854486933307116138a9b491b6faf3fedb6d4fe46e69560
../data/Normal/C-A (601).png,Normal,3,256,256,97530,1f927d802e8876e1bc943178b2ddbde23e6edf2d8a12b40412a1432a2fff305b
../data/Normal/No Tumor 89.jpg,Normal,3,256,256,16011,02238de3d1a1ba68a46265c02969b63462e8edaa4995fb98d812e8fe6af10d7c
../data/Normal/Tr-no_0580.jpg,Normal,3,256,256,21799,f7134cb1186335caa4ea3cea1339571a2a2f906b0c4e086735c7a137f32817ed
../data/Normal/C-A (97).png,Normal,3,256,256,99672,f2cdd7a5625107a0b3015b985b8a6d459eede3d13564de71a5d1c6b1e7ae5cd8
../data/Normal/nonDem1858.jpg,Normal,3,256,256,20215,de62b90fe547e1fda490301bff97f0cbbb0565970f4a6be9c4183ce5ec6e47df
../data/Normal/Te-no_0249.jpg,Normal,3,256,256,27374,4e89d733ff1ac818d9c5bbefa65d8e27acf5146cf4d18376d9d5718b70809664
../data/Normal/C-A (251).png,Normal,3,256,256,92095,2f90ab8220b24bae6bd5f73aab20e056a4eba43192a9d0f6119e0d52d221851b
../data/Normal/nonDem1680.jpg,Normal,3,256,256,20291,d0b02648d3b05d3283caf333c702940c6a5e609fd976c71f03130a1da58bb3c1
../data/Normal/nonDem871.jpg,Normal,3,256,256,21759,c47b0fc0e60c496ae1f1137241b436596573ac69cf404343a61ceafcd93d2330
../data/Normal/C-S (903).png,Normal,3,256,256,97945,646d71b6e79c036d5e1c118eb4c995df3ec403b7dba358154b6eba66cdee7085
../data/Normal/nonDem2389.jpg,Normal,3,256,256,20222,a9a9832907c223431af41ef4ed64975660fec9b38f6ec28a41de6fe6711073e0
../data/Normal/C-S (450).png,Normal,3,256,256,96798,b5d49284f5f3f7c871c0f8895c20b4d6ddca52b172b437ec7f2f84162d96617f
../data/Normal/nonDem1694.jpg,Normal,3,256,256,21409,c5997a44e3c4375cfcab656722af756d756d4739a709435054fcba83b48b4ca9
../data/Normal/nonDem865.jpg,Normal,3,256,256,20961,5237bfa71733b719c39e72df90870529ad32e9c1674e31b228851ae3561ed0da
../data/Normal/Tr-no_0594.jpg,Normal,3,256,256,19963,9dcf8e1ddf7541c6ff72106a26004f17b8df3a6ec66c5d777e27206950731247
../data/Normal/nonDem2174.jpg,Normal,3,256,256,21391,7d6d014d282eddd8fc6860665ff54fc4f94ae4b94fcbcd8e8a77e2bb9d3cc67a
../data/Normal/C-A (986).png,Normal,3,256,256,88760,9b20839d89c64148cfb00ff6f610d7342d9c9dd82f3a095723db5203944f1b49
../data/Normal/No Tumor 358.jpg,Normal,3,256,256,10287,cc45ff03260ee4b970398555dd9a4ec3fdaf886d14dbc354197f3d813b28e2c1
../data/Normal/nonDem454.jpg,Normal,3,256,256,20421,70b87d122a29be101cc83a31075a401fc6e907ce47977baaddf8c6e4275967dd
../data/Normal/Tr-no_1305.jpg,Normal,3,256,256,23392,b0c2f22c0e244d912ae8d04a1bb7ab457936d48fcae5368d98b7b1d36c14cba0
../data/Normal/Tr-no_1463.jpg,Normal,3,256,256,26004,478b79101b361ccd8234777e5ee20f6f0834b4e8aebb9c2129d3875620ce1ca6
../data/Normal/nonDem332.jpg,Normal,3,256,256,20659,4f804054b0c3bb88995b401cae9d8b5f7e097b40983516182a1e7f057a0d320b
../data/Normal/C-S (684).png,Normal,3,256,256,61390,217e88e0f6b0a25dc35d7983bd878e65a856093fdba23ab91d34fceb8ea846de
../data/Normal/Tr-no_0769.jpg,Normal,3,256,256,38304,e7eeb24224bb5462ce0ef7c98f712fe4c9cb1289f67ea31429085cdba4a42ab1
../data/Normal/Tr-no_1477.jpg,Normal,3,256,256,21894,d1456091a4d7268b3628a9ffb5921726f9a977bb18a33fdea392c9d7ffe8f239
../data/Normal/nonDem326.jpg,Normal,3,256,256,21410,a7f7d75470da2b19bf0d956323294577333ef5ac456e6f3243133edc5e56d81e
../data/Normal/nonDem440.jpg,Normal,3,256,256,19775,ca9abb4d2acd25d87adcaedf5d6df0dabfdb6feff4c3924b35bf9c7509fed470
../data/Normal/Tr-no_1311.jpg,Normal,3,256,256,26557,6fca1ae290308ceead082592f646fcdda6270f5cbe65d31bbf4aab7b8c2d3384
../data/Normal/nonDem1469.jpg,Normal,3,256,256,21033,d7b721745ab7ecacefa73739f66b64cbf1d2273746da9978e02ff503d5d1b06e
../data/Normal/nonDem2160.jpg,Normal,3,256,256,20446,4370c3f407d8898a0f33fa1ef98c7209455a2a23a18f48c0815211f75b0f4f36
../data/Normal/nonDem468.jpg,Normal,3,256,256,20321,bda8f0a3f650741a0df7577a31773b0304fbdee3c34069dd80ad006475f33fc8
../data/Normal/No Tumor 364.jpg,Normal,3,256,256,9787,64ca96d1c743cb5ce7bf730a301c1afeafb0a53cb769f7a4672c8f8787361e98
../data/Normal/Tr-no_1339.jpg,Normal,3,256,256,29864,6ee8fb814ec399537300e8843f5abef23bcb7ca1f8a73b46db4183649f3bf277
../data/Normal/Tr-no_0027.jpg,Normal,3,256,256,19546,4e440c6d3a55056e26f80b2615794fb31b67ebf4975f7d0115cb4452998b4d69
../data/Normal/nonDem1441.jpg,Normal,3,256,256,20692,304b79414a0a4e4ac41ed906dc3a1631bfff26135f1b1cf2e30186aac6e9fb6c
../data/Normal/nonDem2148.jpg,Normal,3,256,256,20922,f0a8e7aa9a52f1b2794c32c12458cc0ce32c857d371c52b706f1742907d2492c
../data/Normal/28 (22).jpg,Normal,3,256,256,19464,60762089b80d5aca4385290bf830745e2873d6bd904112551cd9545f6e35f368
../data/Normal/nonDem1327.jpg,Normal,3,256,256,20529,770f2e74215a0a42c5d4e91946cfaed580280d7011e9c8a5897884f7945ce4c5
../data/Normal/C-A (590).png,Normal,3,256,256,91823,7817b6b5a775e181859d38a1189ee511f3058f632c93822c60c096e2793bf488
../data/Normal/Tr-no_0741.jpg,Normal,3,256,256,20272,984ff39c4b9ddf2a86669a1eefcf3121372da632fdb4f5333bc3e0402cbee58d
../data/Normal/Tr-no_0999.jpg,Normal,3,256,256,22728,fd9603884e6177daa0a9afa4a3c2ba7c44c0c419d29fbf27d9a1b53c465ca610
../data/Normal/No Tumor 402.jpg,Normal,3,256,256,8800,793251c50561ef72aa36403740a74a573f10b5477ec56d8e83eb00ba084ce271
../data/Normal/nonDem1333.jpg,Normal,3,256,256,20371,84044333e83d27852b6edd34ce92469dcdca09fda8dd71faaf84a21f501f222c
../data/Normal/Tr-no_0755.jpg,Normal,3,256,256,33324,f40e73c5f4a5b5764e935d207f9de698c609bbc79b3c017ff3a94356a8a4a61b
../data/Normal/C-S (391).png,Normal,3,256,256,99658,d8a5d5650d00fc2a71ccd56f9e1ace2d861eb51d859d74bd2c908f61dcc73001
../data/Normal/29 (22).jpg,Normal,3,256,256,18820,68121f9aa442dd7e43fc922029b022208fefc6df585b64d463bed3399e943d36
../data/Normal/No Tumor 416.jpg,Normal,3,256,256,6931,f4c9f9b0fefa52eb86ebfecf36f02fd3434387a234f8b9cda93f645b8ed42b10
../data/Normal/C-A (969).png,Normal,3,256,256,82382,547eab07ae3fd079f249568a6ffbb21f1d78c1490ac17773d9616b82f9f03698
../data/Normal/No Tumor 370.jpg,Normal,3,256,256,8977,c2ca20f7b607efcf6a0fcc96298000cb1c18d3b6b8523fa3e72dc935f66bbb43
../data/Normal/Tr-noTr_0000.jpg,Normal,3,256,256,29558,3cb3ad36121b0503e109e476164bad1f8ce51a4af45b0211e0aebf5b20fc1ac6
../data/Normal/nonDem1455.jpg,Normal,3,256,256,20698,6b6e691ff5631c8f08d0c8950e5e601203614d0804ab48511fe2b3d245650273
../data/Normal/31 (95).jpg,Normal,3,256,256,20481,4baf737d51ed5db83448d6ba0d463c8cf9c6cc5c7cdf94099aef0e28ab492b53
../data/Normal/C-A (343).png,Normal,3,256,256,89863,0347cd94c9b4917f354d24c68861886c70515133c088eca67442e808aefc5f70
../data/Normal/nonDem497.jpg,Normal,3,256,256,20144,07191a478be1e5175499d4c336deb2f505ae83b27395a0b35d33419f2cbd20f8
../data/Normal/Te-no_0077.jpg,Normal,3,256,256,20190,7fa0a16dcdc6976c28fe37769a05176bed96a52f9f224219cccd7cc4dd23ad1e
../data/Normal/C-S (811).png,Normal,3,256,256,84867,d73ad2f882f83a26da2ee6b67695b1c34b91726d727d90ed10e4f3f22ae910e9
../data/Normal/C-A (713).png,Normal,3,256,256,95408,029e3f04aa7c869e29dc05b1543c57873293f9d3c1318bfaf231307810f0c442
../data/Normal/32 (73).jpg,Normal,3,256,256,17251,cd70b53fb80ecca345232b206943659737ae498f9061d3aea55e60e4e0948bb3
../data/Normal/Tr-no_0972.jpg,Normal,3,256,256,27370,20d84d4c5657cd1328b1c47878bd5b8dcecd6cd363f013b442dcb6e3c81bd956
../data/Normal/30 (95).jpg,Normal,3,256,256,20096,23c093882d3e552fc561ced0d741db4092f4c05398a0317f97b5354897aa4e1a
../data/Normal/C-S (112).png,Normal,3,256,256,81940,bc7770edb777b26938e0387d6a8a23636d4ad71db91d9ba65c093ea07a920ee9
../data/Normal/28 (6).jpg,Normal,3,256,256,19420,d1d8629b5ac898996c137d12e9b0eab3522bf10c5fcb596ae2c3c6f9a41ea7d2
../data/Normal/C-S (542).png,Normal,3,256,256,73464,d74a5c603cdd7a066f93f2fe7b6b50c3d638f4ae812e4b849029aa669fb682fb
../data/Normal/nonDem483.jpg,Normal,3,256,256,19928,0a92471394924583adf3efa0c162ac0049c35e29105eff2414112bb98b1087ef
../data/Normal/nonDem1482.jpg,Normal,3,256,256,20765,dba79f40991035ff348fed758261de631311624c17d5dbea43ca41a641c97594
../data/Normal/C-S (407).png,Normal,3,256,256,99661,5a13a43a88d8c8fd3cc8571c0a65fd532bfa792abcbb25f92948cfa1c951162d
../data/Normal/Tr-no_0782.jpg,Normal,3,256,256,45102,5481167550f9ae674e914c72b4d84e4d751f0e76b233ec8c1a077fb02c422ab5
../data/Normal/nonDem5.jpg,Normal,3,256,256,20207,7dc43a7993a16f5d790966b6cfb6f616a95005f9330118135a98d6018923073b
../data/Normal/C-S (954).png,Normal,3,256,256,86714,5730499d7fb21910c4052538192afea12f475da8b074ad9336cfe0d45f4e5b5e
../data/Normal/Tr-no_1488.jpg,Normal,3,256,256,18658,21994378ce3e386ea91e526c4b65e648d1fcb5e0f78c1dd7d97336b14be4d97d
../data/Normal/C-A (206).png,Normal,3,256,256,100704,4a08ca7039fd2b54ac2e22c423fb70158ec27a8bffd64fc0cb6776d699490e7d
../data/Normal/Tr-no_0796.jpg,Normal,3,256,256,42079,ecbfffc302f2cee9e3c740785496ed00e10596387772b7abacea0097b459c9cd
../data/Normal/nonDem1496.jpg,Normal,3,256,256,18812,e90b91757818c37d9db859b7270a4678381f128970e04373217636743fc54ef0
../data/Normal/C-A (656).png,Normal,3,256,256,91056,275c93aafe6a90bf6965e5dfc6ff323821b5b85a3da8936d27fbe34a3f020bfd
../data/Normal/nonDem7.jpg,Normal,3,256,256,20401,c41deef104a93d0782eb0611c27a2fb3a3f66c0bb49065d81804f303a5a2b330
../data/Normal/C-A (621).png,Normal,3,256,256,94278,5690c07889447f91dd7e0ed5ab6a0e2e38637345612d99e5688bfa7dc3398461
../data/Normal/C-S (889).png,Normal,3,256,256,62820,888bc5dc8cc45d7ac4219b3622d3974a7eaca0ee1346a4dc2fbbf7bcd521adb4
../data/Normal/Tr-no_0780.jpg,Normal,3,256,256,44057,939b7f5697c14a9b8514635cf4e523c147931d28fc1fa9d1d53282eaf307a269
../data/Normal/Tr-no_0958.jpg,Normal,3,256,256,35701,3cf9505ced9524ed6caccdcbc79e8b52c6c9631ad1b779549a2d5de097339770
../data/Normal/C-A (271).png,Normal,3,256,256,88300,0403fddd3f65582f3dbf46ca0464cfe6dbce2559cbce8a0183dbfe757f583cb8
